inchi,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166
"InChI=1S/C10H15N5O/c1-7(4-16)2-3-11-9-8-10(13-5-12-8)15-6-14-9/h5-7,16H,2-4H2,1H3,(H2,11,12,13,14,15)",1.002142538,0.919839292,2.230315071,0.579326552,1.40863354,1.598015952,1.117649589,1.443157816,1.375975366,0.847512299,1.440740828,1.388509424,1.2298361,1.156181009,1.196359428,1.232605892,1.575428872,1.507044615,1.004352222,1.314033381,1.435264212,0.981350232,1.378885527,1.130796163,1.130535483,1.410419972,1.29798513,1.226787723,1.603304544,1.448819542,0.855148069,1.174567927,1.329050428,1.404836808,1.436452574,1.33093624,1.540276603,1.359245646,1.156034729,1.097523487,1.228480836,1.318821732,1.204410477,1.198767728,1.257995002,1.266911957,1.259069191,1.396674955,1.324106074,1.34397412,1.317021645,1.363997985,1.326281116,1.221434075,1.351355903,1.286529135,1.189832521,1.298496962,1.299392634,1.280390111,1.297884188,1.289382231,1.305944013,1.323622935,1.290416175,1.330721267,1.295960085,1.259500002,1.324824513,1.274093074,1.316674143,1.278185157,1.304946099,1.286406881,1.321733018,1.286870289,1.307869104,1.296739194,1.324347349,1.262671108,1.296068148,1.287829159,1.335250268,1.303754939,1.292246741,1.317645834,1.285847006,1.274151697,1.300920842,1.337916363,1.253571562,1.274564905,1.329451882,1.296539765,1.301519438,1.268121996,1.301786397,1.297072321,1.237676833,1.304719117,1.278200727,1.316081712,1.291450967,1.29706361,1.296821243,1.306472669,1.288268311,1.305517825,1.298598245,1.303030998,1.293259393,1.307076082,1.299986724,1.299559432,1.300208131,1.297324058,1.296564315,1.298067612,1.29528605,1.288030088,1.29827346,1.293260223,1.298026613,1.295769938,1.296408222,1.295796549,1.294669489,1.295257185,1.295433228,1.295978634,1.295240602,1.296056715,1.295425401,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C13H21N3O8S/c1-6(17)13(24)25-5-8(11(21)15-4-10(19)20)16-9(18)3-2-7(14)12(22)23/h6-8,17H,2-5,14H2,1H3,(H,15,21)(H,16,18)(H,19,20)(H,22,23)",1.178298174,1.280049734,1.239843755,1.390695073,1.458402228,2.136725675,2.02103584,0.73390449,1.201858741,1.566211316,1.171872052,1.287638156,1.582341656,1.223584491,1.504794767,1.207174762,1.13917056,1.213928706,1.458628497,1.336916474,1.341756524,1.222214507,1.230789659,1.299403424,1.250768969,1.389270624,1.312766337,1.392938423,1.333830289,1.334087569,1.280755554,1.28868729,1.380792429,1.391928364,1.253801381,1.457657731,1.264718933,1.252274463,1.462477388,1.267774041,1.257943677,1.244792252,1.200538706,1.321087652,1.340284206,1.232236765,1.350883842,1.327309065,1.347910534,1.221543928,1.290706651,1.302070207,1.295179043,1.316264237,1.268028989,1.272870918,1.25731159,1.3084212,1.23522755,1.353128832,1.231649818,1.306253606,1.336495687,1.33895039,1.218745909,1.259902582,1.301427541,1.324876678,1.227596947,1.406509318,1.307676598,1.253015881,1.235176946,1.307367213,1.299963061,1.302425989,1.312242065,1.308591996,1.267495332,1.283202181,1.294719037,1.302471796,1.339912311,1.253139336,1.307290993,1.273245326,1.286434608,1.3132484,1.3408271,1.367506173,1.304460208,1.29206595,1.286356451,1.308061665,1.306649486,1.327870033,1.278265463,1.277282634,1.304798132,1.288925214,1.293771806,1.307439448,1.27922069,1.299318625,1.273788888,1.245192493,1.256228575,1.318549888,1.305145238,1.287500323,1.327943842,1.279140948,1.304311044,1.284692914,1.298401307,1.29184947,1.310461452,1.279581487,1.301676167,1.309076467,1.291709361,1.283943067,1.295741334,1.295360439,1.286942145,1.294078603,1.291747652,1.290559237,1.294816915,1.298931114,1.292432068,1.296428648,1.295506325,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C19H21NO4/c1-23-17-4-3-11-7-15-13-9-16(21)18(24-2)8-12(13)5-6-20(15)10-14(11)19(17)22/h3-4,8-9,15,21-22H,5-7,10H2,1-2H3",1.583346451,1.251521787,1.312457437,1.056440495,1.068583707,0.787837666,1.09002249,0.956472505,1.565258871,1.470490643,1.619969859,0.933841054,1.506379507,1.33695229,1.437314289,1.279734233,1.218397429,1.407511212,1.174142955,1.332821502,1.316795514,1.093844758,1.172255486,1.342622494,1.345699491,1.290225813,1.333174608,1.383908141,1.48027384,1.144676023,1.152965064,1.389915055,1.192667268,1.411871668,1.248576013,1.199462437,1.262746416,1.427190947,1.273302549,1.352987228,1.167153746,1.270861648,1.337156469,1.401225432,1.273580488,1.276732684,1.287627753,1.296025756,1.263501694,1.392996537,1.34368341,1.217887735,1.328692187,1.294236978,1.274466152,1.359584779,1.30459869,1.306797777,1.375139194,1.353971927,1.309749429,1.325504955,1.316644967,1.263797421,1.251522886,1.316146049,1.401926531,1.31011711,1.285124575,1.330785665,1.294726904,1.21505549,1.227604812,1.231297788,1.355363203,1.251496355,1.372047297,1.220774773,1.289843967,1.267382231,1.278498743,1.278068413,1.263084124,1.320993877,1.308132989,1.29228696,1.279143578,1.293602802,1.32831574,1.281168195,1.28995367,1.293744864,1.321812138,1.287396771,1.291609306,1.310371134,1.288423855,1.309383787,1.346392455,1.296910012,1.333092514,1.278549764,1.28385759,1.307935975,1.290523804,1.306615472,1.277157805,1.301281899,1.31917358,1.306475448,1.284519792,1.316568851,1.295606488,1.297707133,1.276448954,1.295425553,1.291566948,1.306539816,1.29372109,1.292986796,1.302924562,1.29608279,1.293168133,1.300681908,1.294891093,1.294849754,1.295374247,1.29717466,1.296497853,1.296490348,1.296234309,1.296592876,1.295340434,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C6H6NO6P/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H2,10,11,12)",0.827409723,1.785455666,1.713322599,2.176934833,0.953116627,1.505882885,0.442716159,1.507768748,1.625115025,1.947171262,0.913137611,2.157910156,1.106706876,1.613850488,1.728576184,1.188882042,1.077304911,1.381887154,1.253983126,1.252944735,1.138859425,1.22577167,1.254873236,1.313605306,1.30854093,1.331316289,1.1881979,1.246619957,1.181674841,1.168806979,1.314919807,1.168354714,1.264796626,1.329610615,1.205727036,1.145367499,1.298513244,1.309910697,1.215662806,1.302089824,1.203043512,1.303556797,1.299451558,1.229126948,1.274468767,1.258016534,1.384266973,1.30467677,1.26084345,1.28970783,1.243434235,1.316003335,1.310823764,1.330968836,1.35420567,1.376800877,1.266870266,1.356910229,1.405542126,1.368940342,1.301413087,1.232895381,1.309285399,1.354335598,1.381723831,1.294874603,1.174430361,1.288919765,1.300886144,1.310433669,1.250109496,1.34551923,1.288713412,1.315466739,1.197551737,1.198881377,1.286142251,1.276085289,1.275836797,1.298221179,1.262689557,1.320727165,1.261957644,1.288286348,1.278967539,1.308176831,1.308403321,1.273830966,1.245672651,1.286669508,1.336843771,1.285851708,1.296826533,1.269025616,1.285119789,1.308592834,1.283918031,1.305712387,1.26893954,1.280269015,1.29550294,1.310885648,1.302582263,1.299615171,1.28327702,1.293171257,1.283531199,1.306753073,1.307488633,1.290144241,1.285204873,1.300089372,1.304260573,1.289640114,1.293942083,1.296181711,1.30464866,1.296635517,1.294498947,1.294889555,1.295140495,1.294290063,1.300550273,1.298715804,1.297065477,1.292156622,1.294487775,1.295164621,1.294808837,1.295694882,1.29419236,1.295761876,1.295167135,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C10H14N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h2-3,5-6,9,16-17H,1H2,(H2,19,20,21)(H3,11,13,14,18)",1.464476484,1.787240245,3.141927652,1.162967114,1.267685167,1.997810542,0.732688973,1.696516008,1.092042116,1.176497103,0.934383787,1.287025495,1.434693705,1.435293702,1.403192549,1.407913011,1.339297794,1.340082076,1.273116924,1.294168846,1.180341282,1.323178178,1.377918443,1.294058194,1.48686252,1.353301844,1.222085981,1.217664713,1.051488813,1.291104534,1.297886614,1.214657685,1.257664433,1.486491439,1.338197047,1.31377083,1.179059757,1.215998541,1.230220152,1.489962798,1.355473099,1.165988631,1.415212125,1.333815902,1.16147289,1.254747652,1.32818015,1.290823115,1.21120984,1.241647601,1.233217262,1.124544749,1.374528335,1.389875996,1.214580087,1.34738481,1.329265703,1.179417208,1.297284442,1.260495669,1.239488733,1.261584501,1.282694924,1.286847054,1.329351071,1.332154086,1.243870638,1.351342935,1.287039383,1.296915459,1.309113997,1.249549112,1.321251836,1.309130254,1.267622286,1.304397894,1.280945977,1.252112839,1.283137033,1.282829537,1.301523265,1.272812284,1.293202099,1.259930331,1.321290193,1.290381704,1.31888736,1.300758044,1.281782497,1.305912884,1.318322202,1.305366214,1.261490364,1.293568671,1.290477888,1.282139906,1.273056557,1.26356527,1.300963517,1.290693144,1.333777887,1.273225364,1.292957191,1.291807676,1.28008283,1.297125761,1.286324495,1.319116573,1.303183061,1.302390022,1.293657814,1.293226054,1.296991937,1.295322047,1.288866403,1.297808902,1.298152275,1.293628848,1.289516763,1.297000285,1.298580151,1.300320972,1.295384715,1.293941612,1.294222364,1.296101624,1.296656537,1.296561566,1.296653419,1.294474212,1.293244997,1.295955245,1.295835406,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C10H10O3/c1-13-9-4-2-3-8(7-9)5-6-10(11)12/h2-7H,1H3,(H,11,12)",1.010121812,0.905897656,0.932631362,1.390641241,1.108672263,1.246499036,1.289223028,1.404480098,1.187214959,1.348350176,1.225468704,1.25056199,1.256677989,1.2371796,1.361982885,1.309825676,1.287896473,1.352275877,1.211232486,1.356433619,1.254275125,1.257186674,1.280024876,1.284527638,1.275439392,1.260253919,1.298219373,1.227231882,1.244358444,1.32320627,1.276121142,1.307402769,1.277121431,1.32834851,1.260471725,1.29738322,1.307431328,1.263936919,1.311418211,1.294411637,1.298140071,1.311995529,1.30095129,1.284908576,1.287108316,1.295083408,1.257075341,1.35839704,1.286013259,1.302425014,1.298386374,1.298396139,1.279321762,1.310772175,1.281884631,1.294379941,1.330843389,1.303119647,1.292679722,1.308263236,1.302922499,1.298864321,1.301312678,1.296170959,1.282534615,1.28823055,1.279594175,1.293911718,1.303750273,1.298852805,1.302778761,1.303862741,1.299703596,1.299217767,1.277019659,1.280973892,1.296628396,1.28869515,1.295691325,1.290149345,1.306001608,1.278316759,1.303672426,1.302731409,1.293098699,1.290496341,1.289785809,1.30756471,1.283834168,1.278406769,1.293846118,1.290248081,1.284319845,1.310967305,1.298849935,1.297918931,1.291868601,1.296082564,1.273736474,1.289258449,1.298812537,1.296713264,1.296804459,1.297813676,1.288805293,1.292282868,1.290194758,1.294425576,1.300753788,1.300538875,1.292522274,1.287460694,1.297367218,1.296679476,1.291366703,1.298369549,1.295959265,1.29645005,1.294899526,1.297125389,1.292375163,1.293549655,1.301166133,1.296495244,1.295341316,1.296309831,1.295023101,1.295569352,1.29590294,1.295028629,1.295499904,1.295567137,1.295335099,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C10H10O3/c1-13-9-5-2-8(3-6-9)4-7-10(11)12/h2-7H,1H3,(H,11,12)",1.010121812,0.905897656,0.932631362,1.390641241,1.108672263,1.246499036,1.289223028,1.404480098,1.187214959,1.348350176,1.225468704,1.25056199,1.256677989,1.2371796,1.361982885,1.309825676,1.287896473,1.352275877,1.211232486,1.356433619,1.254275125,1.257186674,1.280024876,1.284527638,1.275439392,1.260253919,1.298219373,1.227231882,1.244358444,1.32320627,1.276121142,1.307402769,1.277121431,1.32834851,1.260471725,1.29738322,1.307431328,1.263936919,1.311418211,1.294411637,1.298140071,1.311995529,1.30095129,1.284908576,1.287108316,1.295083408,1.257075341,1.35839704,1.286013259,1.302425014,1.298386374,1.298396139,1.279321762,1.310772175,1.281884631,1.294379941,1.330843389,1.303119647,1.292679722,1.308263236,1.302922499,1.298864321,1.301312678,1.296170959,1.282534615,1.28823055,1.279594175,1.293911718,1.303750273,1.298852805,1.302778761,1.303862741,1.299703596,1.299217767,1.277019659,1.280973892,1.296628396,1.28869515,1.295691325,1.290149345,1.306001608,1.278316759,1.303672426,1.302731409,1.293098699,1.290496341,1.289785809,1.30756471,1.283834168,1.278406769,1.293846118,1.290248081,1.284319845,1.310967305,1.298849935,1.297918931,1.291868601,1.296082564,1.273736474,1.289258449,1.298812537,1.296713264,1.296804459,1.297813676,1.288805293,1.292282868,1.290194758,1.294425576,1.300753788,1.300538875,1.292522274,1.287460694,1.297367218,1.296679476,1.291366703,1.298369549,1.295959265,1.29645005,1.294899526,1.297125389,1.292375163,1.293549655,1.301166133,1.296495244,1.295341316,1.296309831,1.295023101,1.295569352,1.29590294,1.295028629,1.295499904,1.295567137,1.295335099,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h1-2H2,(H,6,7)(H,8,9)",0.965924916,0.966029758,0.855452525,1.443490412,1.205707819,1.537393876,1.43067912,1.304747113,0.986737718,1.236252085,1.169810626,1.447069578,1.268775287,1.237257098,1.447814244,1.464471133,1.432185799,1.180922648,1.161869553,1.213259872,1.234853041,1.288155201,1.210709782,1.315444077,1.266862638,1.261748373,1.230521649,1.323295297,1.304241508,1.234293683,1.329169676,1.364140956,1.299432963,1.344052269,1.166820597,1.303729054,1.349569577,1.272746771,1.325426049,1.316967229,1.268950112,1.274028002,1.343449687,1.294820721,1.340434582,1.206444168,1.251228044,1.297000987,1.265364325,1.236763964,1.30136902,1.336568573,1.345821815,1.350579255,1.314905417,1.308294109,1.21696628,1.33120027,1.277643457,1.210597804,1.370397597,1.184539986,1.327099374,1.292996166,1.337288252,1.217599527,1.412851824,1.249676128,1.322006684,1.331021422,1.358085155,1.25857752,1.288666194,1.329001659,1.257438621,1.262129516,1.328824825,1.310960113,1.308118056,1.324899088,1.318196526,1.321520406,1.30863356,1.266537456,1.310597631,1.291962348,1.277239914,1.333846247,1.323178314,1.282102669,1.292418143,1.307536697,1.296112024,1.285401684,1.289383497,1.276097208,1.295719507,1.300134083,1.281799851,1.293534848,1.304590989,1.289540523,1.297007761,1.30092233,1.282229189,1.299969597,1.279326326,1.285038358,1.306497654,1.293082333,1.293801635,1.299339573,1.293641471,1.297895306,1.299796765,1.292225712,1.292773456,1.295331532,1.294887655,1.301068233,1.295616801,1.295274112,1.297548556,1.29630034,1.294575208,1.29656681,1.294917446,1.295771978,1.295583555,1.295092832,1.29478287,1.295908705,1.29536282,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C7H15NO2/c1-3-5(2)6(8)4-7(9)10/h5-6H,3-4,8H2,1-2H3,(H,9,10)",0.826962101,0.996301115,0.981636111,1.319852266,1.33149116,1.565490873,1.477004797,1.325954566,1.288160705,1.363873027,1.264696651,1.385426323,1.404943828,1.114275262,1.151688466,1.166744256,1.329809792,1.407195374,1.286972777,1.292749593,1.32129852,1.311007636,1.34638684,1.342205847,1.300385449,1.395325982,1.341077363,1.522368463,1.221306565,1.283453913,1.396061348,1.418157375,1.38136281,1.323164255,1.353416107,1.198163662,1.212877221,1.367515814,1.153215421,1.293655383,1.393467445,1.224998024,1.333022943,1.308798624,1.224306332,1.22735663,1.282164813,1.284382494,1.293687211,1.363391772,1.34417054,1.301685819,1.2513388,1.307999593,1.307009731,1.266925268,1.312949742,1.270979399,1.266912045,1.234068054,1.330983516,1.27317741,1.285338976,1.361824777,1.23779516,1.305910336,1.346311484,1.288005049,1.28824333,1.270814072,1.282592637,1.325547906,1.322174135,1.308396833,1.284821176,1.279795482,1.309715544,1.30919857,1.290925635,1.273066786,1.332987247,1.311539655,1.302538767,1.282165406,1.27846144,1.309441205,1.284406475,1.295448672,1.301538121,1.309701813,1.292785949,1.310163766,1.3178843,1.269790752,1.273549453,1.29796704,1.282905267,1.281419765,1.313792324,1.308349012,1.280000626,1.297375639,1.288261236,1.289762723,1.287633077,1.29746847,1.281731801,1.290507994,1.293797642,1.292242492,1.293595792,1.308427952,1.294197656,1.288898851,1.28990495,1.293359158,1.289753248,1.293941257,1.29424246,1.293040757,1.289912803,1.295200989,1.301560416,1.294239566,1.295130168,1.295827044,1.296679285,1.295805486,1.295826474,1.294628192,1.294749982,1.295843879,1.295485944,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C10H13NO2/c11-9(7-10(12)13)6-8-4-2-1-3-5-8/h1-5,9H,6-7,11H2,(H,12,13)",0.908430458,0.883295848,1.051622839,1.369236951,1.224405218,1.562813892,1.420342987,1.171701175,1.359378597,1.2643271,1.22058448,1.388664836,1.540984036,1.128467994,1.254178553,1.182929909,1.273642573,1.355974224,1.251636638,1.372013645,1.309640884,1.312296239,1.282998928,1.291507677,1.240923552,1.261294756,1.296490248,1.414212633,1.29134678,1.25770882,1.392117516,1.39094247,1.357297237,1.28540719,1.261038763,1.274970852,1.140713024,1.381708958,1.130203726,1.319394961,1.428232786,1.2146723,1.32318923,1.296311803,1.263883693,1.23647609,1.27316392,1.303225749,1.318775139,1.445872145,1.414620043,1.369861859,1.243566445,1.326907902,1.311733956,1.299031735,1.32856932,1.222647173,1.270028689,1.285283118,1.331268319,1.296345554,1.282088725,1.344528237,1.283955639,1.257217271,1.29847708,1.224465442,1.300561292,1.29639654,1.309533367,1.369029381,1.327552959,1.299640363,1.262388778,1.307029358,1.278024674,1.263212552,1.279895634,1.256047643,1.335784586,1.26372473,1.303624716,1.280435255,1.292313249,1.297119896,1.291130939,1.292456968,1.287008983,1.323969783,1.314782733,1.299965835,1.334259639,1.260010313,1.27625932,1.294149808,1.304762028,1.292865003,1.302977108,1.297382282,1.287529759,1.288541376,1.294918659,1.294257886,1.297609488,1.298146566,1.291288956,1.290643035,1.295862504,1.304405665,1.298598901,1.293880269,1.29206014,1.287640016,1.299282863,1.28543717,1.296989512,1.308563202,1.298279705,1.290355283,1.295737877,1.294437842,1.291431899,1.296752995,1.297560538,1.292374607,1.296153712,1.294658975,1.295459708,1.295748173,1.295586997,1.295984782,1.295488533,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
